index,comment
3,"fuck niggers, they don't need rights. all I want for christmas is a lynched nigger."
4,"fuck niggers, they don't need rights. all I want for christmas is a lynched nigger."
5,"fuck niggers, they don't need rights. all I want for christmas is a lynched nigger."
6,"fuck niggers, they don't need rights. all I want for christmas is a lynched nigger."
7,"fuck niggers, they don't need rights. all I want for christmas is a lynched nigger."
8,"fuck niggers, they don't need rights. all I want for christmas is a lynched nigger."
9,"fuck niggers, they don't need rights. all I want for christmas is a lynched nigger."
10,"fuck niggers, they don't need rights. all I want for christmas is a lynched nigger."
11,"fuck niggers, they don't need rights. all I want for christmas is a lynched nigger."
12,"fuck niggers, they don't need rights. all I want for christmas is a lynched nigger."
13,"fuck niggers, they don't need rights. all I want for christmas is a lynched nigger."
14,"fuck niggers, they don't need rights. all I want for christmas is a lynched nigger."
15,"fuck niggers, they don't need rights. all I want for christmas is a lynched nigger."
16,"fuck niggers, they don't need rights. all I want for christmas is a lynched nigger."
17,"fuck niggers, they don't need rights. all I want for christmas is a lynched nigger."
18,"fuck niggers, they don't need rights. all I want for christmas is a lynched nigger."
19,"fuck niggers, they don't need rights. all I want for christmas is a lynched nigger."
20,"fuck niggers, they don't need rights. all I want for christmas is a lynched nigger."
21,"fuck niggers, they don't need rights. all I want for christmas is a lynched nigger."
22,"fuck niggers, they don't need rights. all I want for christmas is a lynched nigger."
23,"fuck niggers, they don't need rights. all I want for christmas is a lynched nigger."
24,"fuck niggers, they don't need rights. all I want for christmas is a lynched nigger."
25,"fuck niggers, they don't need rights. all I want for christmas is a lynched nigger."
26,"fuck niggers, they don't need rights. all I want for christmas is a lynched nigger."
27,"fuck niggers, they don't need rights. all I want for christmas is a lynched nigger."
28,"fuck niggers, they don't need rights. all I want for christmas is a lynched nigger."
29,"fuck niggers, they don't need rights. all I want for christmas is a lynched nigger."
0,Feminism is just about women crying about the fabricated bullshit they go through. It's a JOKE! They should just man up!
1,Feminism is just about women crying about the fabricated bullshit they go through. It's a JOKE! They should just man up!
2,Feminism is just about women crying about the fabricated bullshit they go through. It's a JOKE! They should just man up!
3,Feminism is just about women crying about the fabricated bullshit they go through. It's a JOKE! They should just man up!
4,Feminism is just about women crying about the fabricated bullshit they go through. It's a JOKE! They should just man up!
5,Feminism is just about women crying about the fabricated bullshit they go through. It's a JOKE! They should just man up!
6,Feminism is just about women crying about the fabricated bullshit they go through. It's a JOKE! They should just man up!
7,Feminism is just about women crying about the fabricated bullshit they go through. It's a JOKE! They should just man up!
8,Feminism is just about women crying about the fabricated bullshit they go through. It's a JOKE! They should just man up!
9,Feminism is just about women crying about the fabricated bullshit they go through. It's a JOKE! They should just man up!
10,Feminism is just about women crying about the fabricated bullshit they go through. It's a JOKE! They should just man up!
11,Feminism is just about women crying about the fabricated bullshit they go through. It's a JOKE! They should just man up!
12,Feminism is just about women crying about the fabricated bullshit they go through. It's a JOKE! They should just man up!
13,Feminism is just about women crying about the fabricated bullshit they go through. It's a JOKE! They should just man up!
14,Feminism is just about women crying about the fabricated bullshit they go through. It's a JOKE! They should just man up!
15,Feminism is just about women crying about the fabricated bullshit they go through. It's a JOKE! They should just man up!
16,Feminism is just about women crying about the fabricated bullshit they go through. It's a JOKE! They should just man up!
17,Feminism is just about women crying about the fabricated bullshit they go through. It's a JOKE! They should just man up!
18,Feminism is just about women crying about the fabricated bullshit they go through. It's a JOKE! They should just man up!
19,Feminism is just about women crying about the fabricated bullshit they go through. It's a JOKE! They should just man up!
20,Feminism is just about women crying about the fabricated bullshit they go through. It's a JOKE! They should just man up!
21,Feminism is just about women crying about the fabricated bullshit they go through. It's a JOKE! They should just man up!
22,Feminism is just about women crying about the fabricated bullshit they go through. It's a JOKE! They should just man up!
23,Feminism is just about women crying about the fabricated bullshit they go through. It's a JOKE! They should just man up!
24,Feminism is just about women crying about the fabricated bullshit they go through. It's a JOKE! They should just man up!
25,Feminism is just about women crying about the fabricated bullshit they go through. It's a JOKE! They should just man up!
26,Feminism is just about women crying about the fabricated bullshit they go through. It's a JOKE! They should just man up!
27,Feminism is just about women crying about the fabricated bullshit they go through. It's a JOKE! They should just man up!
28,Feminism is just about women crying about the fabricated bullshit they go through. It's a JOKE! They should just man up!
29,Feminism is just about women crying about the fabricated bullshit they go through. It's a JOKE! They should just man up!
0,Don' worry guys men can easily win femmenism ..... Trust me every shit that invented by men was patterned by men .... There is no way women Gina win in future .....it's just smoke before fire
1,Don' worry guys men can easily win femmenism ..... Trust me every shit that invented by men was patterned by men .... There is no way women Gina win in future .....it's just smoke before fire
2,Don' worry guys men can easily win femmenism ..... Trust me every shit that invented by men was patterned by men .... There is no way women Gina win in future .....it's just smoke before fire
3,Don' worry guys men can easily win femmenism ..... Trust me every shit that invented by men was patterned by men .... There is no way women Gina win in future .....it's just smoke before fire
4,Don' worry guys men can easily win femmenism ..... Trust me every shit that invented by men was patterned by men .... There is no way women Gina win in future .....it's just smoke before fire
5,Don' worry guys men can easily win femmenism ..... Trust me every shit that invented by men was patterned by men .... There is no way women Gina win in future .....it's just smoke before fire
6,Don' worry guys men can easily win femmenism ..... Trust me every shit that invented by men was patterned by men .... There is no way women Gina win in future .....it's just smoke before fire
7,Don' worry guys men can easily win femmenism ..... Trust me every shit that invented by men was patterned by men .... There is no way women Gina win in future .....it's just smoke before fire
8,Don' worry guys men can easily win femmenism ..... Trust me every shit that invented by men was patterned by men .... There is no way women Gina win in future .....it's just smoke before fire
9,Don' worry guys men can easily win femmenism ..... Trust me every shit that invented by men was patterned by men .... There is no way women Gina win in future .....it's just smoke before fire
10,Don' worry guys men can easily win femmenism ..... Trust me every shit that invented by men was patterned by men .... There is no way women Gina win in future .....it's just smoke before fire
11,Don' worry guys men can easily win femmenism ..... Trust me every shit that invented by men was patterned by men .... There is no way women Gina win in future .....it's just smoke before fire
12,Don' worry guys men can easily win femmenism ..... Trust me every shit that invented by men was patterned by men .... There is no way women Gina win in future .....it's just smoke before fire
13,Don' worry guys men can easily win femmenism ..... Trust me every shit that invented by men was patterned by men .... There is no way women Gina win in future .....it's just smoke before fire
14,Don' worry guys men can easily win femmenism ..... Trust me every shit that invented by men was patterned by men .... There is no way women Gina win in future .....it's just smoke before fire
15,Don' worry guys men can easily win femmenism ..... Trust me every shit that invented by men was patterned by men .... There is no way women Gina win in future .....it's just smoke before fire
16,Don' worry guys men can easily win femmenism ..... Trust me every shit that invented by men was patterned by men .... There is no way women Gina win in future .....it's just smoke before fire
17,Don' worry guys men can easily win femmenism ..... Trust me every shit that invented by men was patterned by men .... There is no way women Gina win in future .....it's just smoke before fire
18,Don' worry guys men can easily win femmenism ..... Trust me every shit that invented by men was patterned by men .... There is no way women Gina win in future .....it's just smoke before fire
19,Don' worry guys men can easily win femmenism ..... Trust me every shit that invented by men was patterned by men .... There is no way women Gina win in future .....it's just smoke before fire
20,Don' worry guys men can easily win femmenism ..... Trust me every shit that invented by men was patterned by men .... There is no way women Gina win in future .....it's just smoke before fire
21,Don' worry guys men can easily win femmenism ..... Trust me every shit that invented by men was patterned by men .... There is no way women Gina win in future .....it's just smoke before fire
22,Don' worry guys men can easily win femmenism ..... Trust me every shit that invented by men was patterned by men .... There is no way women Gina win in future .....it's just smoke before fire
23,Don' worry guys men can easily win femmenism ..... Trust me every shit that invented by men was patterned by men .... There is no way women Gina win in future .....it's just smoke before fire
24,Don' worry guys men can easily win femmenism ..... Trust me every shit that invented by men was patterned by men .... There is no way women Gina win in future .....it's just smoke before fire
25,Don' worry guys men can easily win femmenism ..... Trust me every shit that invented by men was patterned by men .... There is no way women Gina win in future .....it's just smoke before fire
26,Don' worry guys men can easily win femmenism ..... Trust me every shit that invented by men was patterned by men .... There is no way women Gina win in future .....it's just smoke before fire
27,Don' worry guys men can easily win femmenism ..... Trust me every shit that invented by men was patterned by men .... There is no way women Gina win in future .....it's just smoke before fire
28,Don' worry guys men can easily win femmenism ..... Trust me every shit that invented by men was patterned by men .... There is no way women Gina win in future .....it's just smoke before fire
29,Don' worry guys men can easily win femmenism ..... Trust me every shit that invented by men was patterned by men .... There is no way women Gina win in future .....it's just smoke before fire
0,Do women born to be whores? Ot they develop it later
1,Do women born to be whores? Ot they develop it later
2,Do women born to be whores? Ot they develop it later
3,Do women born to be whores? Ot they develop it later
4,Do women born to be whores? Ot they develop it later
5,Do women born to be whores? Ot they develop it later
6,Do women born to be whores? Ot they develop it later
7,Do women born to be whores? Ot they develop it later
8,Do women born to be whores? Ot they develop it later
9,Do women born to be whores? Ot they develop it later
10,Do women born to be whores? Ot they develop it later
11,Do women born to be whores? Ot they develop it later
12,Do women born to be whores? Ot they develop it later
13,Do women born to be whores? Ot they develop it later
14,Do women born to be whores? Ot they develop it later
15,Do women born to be whores? Ot they develop it later
16,Do women born to be whores? Ot they develop it later
17,Do women born to be whores? Ot they develop it later
18,Do women born to be whores? Ot they develop it later
19,Do women born to be whores? Ot they develop it later
20,Do women born to be whores? Ot they develop it later
21,Do women born to be whores? Ot they develop it later
22,Do women born to be whores? Ot they develop it later
23,Do women born to be whores? Ot they develop it later
24,Do women born to be whores? Ot they develop it later
25,Do women born to be whores? Ot they develop it later
26,Do women born to be whores? Ot they develop it later
27,Do women born to be whores? Ot they develop it later
28,Do women born to be whores? Ot they develop it later
29,Do women born to be whores? Ot they develop it later
0,Die fucking arab dude sand niggas
1,Die fucking arab dude sand niggas
2,Die fucking arab dude sand niggas
3,Die fucking arab dude sand niggas
4,Die fucking arab dude sand niggas
5,Die fucking arab dude sand niggas
6,Die fucking arab dude sand niggas
7,Die fucking arab dude sand niggas
8,Die fucking arab dude sand niggas
9,Die fucking arab dude sand niggas
10,Die fucking arab dude sand niggas
11,Die fucking arab dude sand niggas
12,Die fucking arab dude sand niggas
13,Die fucking arab dude sand niggas
14,Die fucking arab dude sand niggas
15,Die fucking arab dude sand niggas
16,Die fucking arab dude sand niggas
17,Die fucking arab dude sand niggas
18,Die fucking arab dude sand niggas
19,Die fucking arab dude sand niggas
20,Die fucking arab dude sand niggas
21,Die fucking arab dude sand niggas
22,Die fucking arab dude sand niggas
23,Die fucking arab dude sand niggas
24,Die fucking arab dude sand niggas
25,Die fucking arab dude sand niggas
26,Die fucking arab dude sand niggas
27,Die fucking arab dude sand niggas
28,Die fucking arab dude sand niggas
29,Die fucking arab dude sand niggas
0,"Deport all niggers, spics, chinks and other undesirable from white nations. They don't belong in our white nations, they're invaders and enemy forces."
1,"Deport all niggers, spics, chinks and other undesirable from white nations. They don't belong in our white nations, they're invaders and enemy forces."
2,"Deport all niggers, spics, chinks and other undesirable from white nations. They don't belong in our white nations, they're invaders and enemy forces."
3,"Deport all niggers, spics, chinks and other undesirable from white nations. They don't belong in our white nations, they're invaders and enemy forces."
4,"Deport all niggers, spics, chinks and other undesirable from white nations. They don't belong in our white nations, they're invaders and enemy forces."
5,"Deport all niggers, spics, chinks and other undesirable from white nations. They don't belong in our white nations, they're invaders and enemy forces."
6,"Deport all niggers, spics, chinks and other undesirable from white nations. They don't belong in our white nations, they're invaders and enemy forces."
7,"Deport all niggers, spics, chinks and other undesirable from white nations. They don't belong in our white nations, they're invaders and enemy forces."
8,"Deport all niggers, spics, chinks and other undesirable from white nations. They don't belong in our white nations, they're invaders and enemy forces."
9,"Deport all niggers, spics, chinks and other undesirable from white nations. They don't belong in our white nations, they're invaders and enemy forces."
10,"Deport all niggers, spics, chinks and other undesirable from white nations. They don't belong in our white nations, they're invaders and enemy forces."
11,"Deport all niggers, spics, chinks and other undesirable from white nations. They don't belong in our white nations, they're invaders and enemy forces."
12,"Deport all niggers, spics, chinks and other undesirable from white nations. They don't belong in our white nations, they're invaders and enemy forces."
13,"Deport all niggers, spics, chinks and other undesirable from white nations. They don't belong in our white nations, they're invaders and enemy forces."
14,"Deport all niggers, spics, chinks and other undesirable from white nations. They don't belong in our white nations, they're invaders and enemy forces."
15,"Deport all niggers, spics, chinks and other undesirable from white nations. They don't belong in our white nations, they're invaders and enemy forces."
16,"Deport all niggers, spics, chinks and other undesirable from white nations. They don't belong in our white nations, they're invaders and enemy forces."
17,"Deport all niggers, spics, chinks and other undesirable from white nations. They don't belong in our white nations, they're invaders and enemy forces."
18,"Deport all niggers, spics, chinks and other undesirable from white nations. They don't belong in our white nations, they're invaders and enemy forces."
19,"Deport all niggers, spics, chinks and other undesirable from white nations. They don't belong in our white nations, they're invaders and enemy forces."
20,"Deport all niggers, spics, chinks and other undesirable from white nations. They don't belong in our white nations, they're invaders and enemy forces."
21,"Deport all niggers, spics, chinks and other undesirable from white nations. They don't belong in our white nations, they're invaders and enemy forces."
22,"Deport all niggers, spics, chinks and other undesirable from white nations. They don't belong in our white nations, they're invaders and enemy forces."
23,"Deport all niggers, spics, chinks and other undesirable from white nations. They don't belong in our white nations, they're invaders and enemy forces."
24,"Deport all niggers, spics, chinks and other undesirable from white nations. They don't belong in our white nations, they're invaders and enemy forces."
25,"Deport all niggers, spics, chinks and other undesirable from white nations. They don't belong in our white nations, they're invaders and enemy forces."
26,"Deport all niggers, spics, chinks and other undesirable from white nations. They don't belong in our white nations, they're invaders and enemy forces."
27,"Deport all niggers, spics, chinks and other undesirable from white nations. They don't belong in our white nations, they're invaders and enemy forces."
28,"Deport all niggers, spics, chinks and other undesirable from white nations. They don't belong in our white nations, they're invaders and enemy forces."
29,"Deport all niggers, spics, chinks and other undesirable from white nations. They don't belong in our white nations, they're invaders and enemy forces."
0,Blacks are literally the cuckold of all the races and also the epitome of degeneracy. Don't listen and believe the Jewish propaganda of black being alpha. Consider yourselves as top of the social hierarchy by just being white.
1,Blacks are literally the cuckold of all the races and also the epitome of degeneracy. Don't listen and believe the Jewish propaganda of black being alpha. Consider yourselves as top of the social hierarchy by just being white.
2,Blacks are literally the cuckold of all the races and also the epitome of degeneracy. Don't listen and believe the Jewish propaganda of black being alpha. Consider yourselves as top of the social hierarchy by just being white.
3,Blacks are literally the cuckold of all the races and also the epitome of degeneracy. Don't listen and believe the Jewish propaganda of black being alpha. Consider yourselves as top of the social hierarchy by just being white.
4,Blacks are literally the cuckold of all the races and also the epitome of degeneracy. Don't listen and believe the Jewish propaganda of black being alpha. Consider yourselves as top of the social hierarchy by just being white.
5,Blacks are literally the cuckold of all the races and also the epitome of degeneracy. Don't listen and believe the Jewish propaganda of black being alpha. Consider yourselves as top of the social hierarchy by just being white.
6,Blacks are literally the cuckold of all the races and also the epitome of degeneracy. Don't listen and believe the Jewish propaganda of black being alpha. Consider yourselves as top of the social hierarchy by just being white.
7,Blacks are literally the cuckold of all the races and also the epitome of degeneracy. Don't listen and believe the Jewish propaganda of black being alpha. Consider yourselves as top of the social hierarchy by just being white.
8,Blacks are literally the cuckold of all the races and also the epitome of degeneracy. Don't listen and believe the Jewish propaganda of black being alpha. Consider yourselves as top of the social hierarchy by just being white.
9,Blacks are literally the cuckold of all the races and also the epitome of degeneracy. Don't listen and believe the Jewish propaganda of black being alpha. Consider yourselves as top of the social hierarchy by just being white.
10,Blacks are literally the cuckold of all the races and also the epitome of degeneracy. Don't listen and believe the Jewish propaganda of black being alpha. Consider yourselves as top of the social hierarchy by just being white.
11,Blacks are literally the cuckold of all the races and also the epitome of degeneracy. Don't listen and believe the Jewish propaganda of black being alpha. Consider yourselves as top of the social hierarchy by just being white.
12,Blacks are literally the cuckold of all the races and also the epitome of degeneracy. Don't listen and believe the Jewish propaganda of black being alpha. Consider yourselves as top of the social hierarchy by just being white.
13,Blacks are literally the cuckold of all the races and also the epitome of degeneracy. Don't listen and believe the Jewish propaganda of black being alpha. Consider yourselves as top of the social hierarchy by just being white.
14,Blacks are literally the cuckold of all the races and also the epitome of degeneracy. Don't listen and believe the Jewish propaganda of black being alpha. Consider yourselves as top of the social hierarchy by just being white.
15,Blacks are literally the cuckold of all the races and also the epitome of degeneracy. Don't listen and believe the Jewish propaganda of black being alpha. Consider yourselves as top of the social hierarchy by just being white.
16,Blacks are literally the cuckold of all the races and also the epitome of degeneracy. Don't listen and believe the Jewish propaganda of black being alpha. Consider yourselves as top of the social hierarchy by just being white.
17,Blacks are literally the cuckold of all the races and also the epitome of degeneracy. Don't listen and believe the Jewish propaganda of black being alpha. Consider yourselves as top of the social hierarchy by just being white.
18,Blacks are literally the cuckold of all the races and also the epitome of degeneracy. Don't listen and believe the Jewish propaganda of black being alpha. Consider yourselves as top of the social hierarchy by just being white.
19,Blacks are literally the cuckold of all the races and also the epitome of degeneracy. Don't listen and believe the Jewish propaganda of black being alpha. Consider yourselves as top of the social hierarchy by just being white.
20,Blacks are literally the cuckold of all the races and also the epitome of degeneracy. Don't listen and believe the Jewish propaganda of black being alpha. Consider yourselves as top of the social hierarchy by just being white.
21,Blacks are literally the cuckold of all the races and also the epitome of degeneracy. Don't listen and believe the Jewish propaganda of black being alpha. Consider yourselves as top of the social hierarchy by just being white.
22,Blacks are literally the cuckold of all the races and also the epitome of degeneracy. Don't listen and believe the Jewish propaganda of black being alpha. Consider yourselves as top of the social hierarchy by just being white.
23,Blacks are literally the cuckold of all the races and also the epitome of degeneracy. Don't listen and believe the Jewish propaganda of black being alpha. Consider yourselves as top of the social hierarchy by just being white.
24,Blacks are literally the cuckold of all the races and also the epitome of degeneracy. Don't listen and believe the Jewish propaganda of black being alpha. Consider yourselves as top of the social hierarchy by just being white.
25,Blacks are literally the cuckold of all the races and also the epitome of degeneracy. Don't listen and believe the Jewish propaganda of black being alpha. Consider yourselves as top of the social hierarchy by just being white.
26,Blacks are literally the cuckold of all the races and also the epitome of degeneracy. Don't listen and believe the Jewish propaganda of black being alpha. Consider yourselves as top of the social hierarchy by just being white.
27,Blacks are literally the cuckold of all the races and also the epitome of degeneracy. Don't listen and believe the Jewish propaganda of black being alpha. Consider yourselves as top of the social hierarchy by just being white.
28,Blacks are literally the cuckold of all the races and also the epitome of degeneracy. Don't listen and believe the Jewish propaganda of black being alpha. Consider yourselves as top of the social hierarchy by just being white.
29,Blacks are literally the cuckold of all the races and also the epitome of degeneracy. Don't listen and believe the Jewish propaganda of black being alpha. Consider yourselves as top of the social hierarchy by just being white.
0,Asians have more fats so they are yellow.  So fat people are yellow?...
1,Asians have more fats so they are yellow.  So fat people are yellow?...
2,Asians have more fats so they are yellow.  So fat people are yellow?...
3,Asians have more fats so they are yellow.  So fat people are yellow?...
4,Asians have more fats so they are yellow.  So fat people are yellow?...
5,Asians have more fats so they are yellow.  So fat people are yellow?...
6,Asians have more fats so they are yellow.  So fat people are yellow?...
7,Asians have more fats so they are yellow.  So fat people are yellow?...
8,Asians have more fats so they are yellow.  So fat people are yellow?...
9,Asians have more fats so they are yellow.  So fat people are yellow?...
10,Asians have more fats so they are yellow.  So fat people are yellow?...
11,Asians have more fats so they are yellow.  So fat people are yellow?...
12,Asians have more fats so they are yellow.  So fat people are yellow?...
13,Asians have more fats so they are yellow.  So fat people are yellow?...
14,Asians have more fats so they are yellow.  So fat people are yellow?...
15,Asians have more fats so they are yellow.  So fat people are yellow?...
16,Asians have more fats so they are yellow.  So fat people are yellow?...
17,Asians have more fats so they are yellow.  So fat people are yellow?...
18,Asians have more fats so they are yellow.  So fat people are yellow?...
19,Asians have more fats so they are yellow.  So fat people are yellow?...
20,Asians have more fats so they are yellow.  So fat people are yellow?...
21,Asians have more fats so they are yellow.  So fat people are yellow?...
22,Asians have more fats so they are yellow.  So fat people are yellow?...
23,Asians have more fats so they are yellow.  So fat people are yellow?...
24,Asians have more fats so they are yellow.  So fat people are yellow?...
25,Asians have more fats so they are yellow.  So fat people are yellow?...
26,Asians have more fats so they are yellow.  So fat people are yellow?...
27,Asians have more fats so they are yellow.  So fat people are yellow?...
28,Asians have more fats so they are yellow.  So fat people are yellow?...
29,Asians have more fats so they are yellow.  So fat people are yellow?...
0,"As an SJW, it is the right of black people to rob and kill me. To not allow them is a white privilege."
1,"As an SJW, it is the right of black people to rob and kill me. To not allow them is a white privilege."
2,"As an SJW, it is the right of black people to rob and kill me. To not allow them is a white privilege."
3,"As an SJW, it is the right of black people to rob and kill me. To not allow them is a white privilege."
4,"As an SJW, it is the right of black people to rob and kill me. To not allow them is a white privilege."
5,"As an SJW, it is the right of black people to rob and kill me. To not allow them is a white privilege."
6,"As an SJW, it is the right of black people to rob and kill me. To not allow them is a white privilege."
7,"As an SJW, it is the right of black people to rob and kill me. To not allow them is a white privilege."
8,"As an SJW, it is the right of black people to rob and kill me. To not allow them is a white privilege."
9,"As an SJW, it is the right of black people to rob and kill me. To not allow them is a white privilege."
10,"As an SJW, it is the right of black people to rob and kill me. To not allow them is a white privilege."
11,"As an SJW, it is the right of black people to rob and kill me. To not allow them is a white privilege."
12,"As an SJW, it is the right of black people to rob and kill me. To not allow them is a white privilege."
13,"As an SJW, it is the right of black people to rob and kill me. To not allow them is a white privilege."
14,"As an SJW, it is the right of black people to rob and kill me. To not allow them is a white privilege."
15,"As an SJW, it is the right of black people to rob and kill me. To not allow them is a white privilege."
16,"As an SJW, it is the right of black people to rob and kill me. To not allow them is a white privilege."
17,"As an SJW, it is the right of black people to rob and kill me. To not allow them is a white privilege."
18,"As an SJW, it is the right of black people to rob and kill me. To not allow them is a white privilege."
19,"As an SJW, it is the right of black people to rob and kill me. To not allow them is a white privilege."
20,"As an SJW, it is the right of black people to rob and kill me. To not allow them is a white privilege."
21,"As an SJW, it is the right of black people to rob and kill me. To not allow them is a white privilege."
22,"As an SJW, it is the right of black people to rob and kill me. To not allow them is a white privilege."
23,"As an SJW, it is the right of black people to rob and kill me. To not allow them is a white privilege."
24,"As an SJW, it is the right of black people to rob and kill me. To not allow them is a white privilege."
25,"As an SJW, it is the right of black people to rob and kill me. To not allow them is a white privilege."
26,"As an SJW, it is the right of black people to rob and kill me. To not allow them is a white privilege."
27,"As an SJW, it is the right of black people to rob and kill me. To not allow them is a white privilege."
28,"As an SJW, it is the right of black people to rob and kill me. To not allow them is a white privilege."
29,"As an SJW, it is the right of black people to rob and kill me. To not allow them is a white privilege."
0,All girls like you should have a pimp to guide them to successful prostitution
1,All girls like you should have a pimp to guide them to successful prostitution
2,All girls like you should have a pimp to guide them to successful prostitution
3,All girls like you should have a pimp to guide them to successful prostitution
4,All girls like you should have a pimp to guide them to successful prostitution
5,All girls like you should have a pimp to guide them to successful prostitution
6,All girls like you should have a pimp to guide them to successful prostitution
7,All girls like you should have a pimp to guide them to successful prostitution
8,All girls like you should have a pimp to guide them to successful prostitution
9,All girls like you should have a pimp to guide them to successful prostitution
10,All girls like you should have a pimp to guide them to successful prostitution
11,All girls like you should have a pimp to guide them to successful prostitution
12,All girls like you should have a pimp to guide them to successful prostitution
13,All girls like you should have a pimp to guide them to successful prostitution
14,All girls like you should have a pimp to guide them to successful prostitution
15,All girls like you should have a pimp to guide them to successful prostitution
16,All girls like you should have a pimp to guide them to successful prostitution
17,All girls like you should have a pimp to guide them to successful prostitution
18,All girls like you should have a pimp to guide them to successful prostitution
19,All girls like you should have a pimp to guide them to successful prostitution
20,All girls like you should have a pimp to guide them to successful prostitution
21,All girls like you should have a pimp to guide them to successful prostitution
22,All girls like you should have a pimp to guide them to successful prostitution
23,All girls like you should have a pimp to guide them to successful prostitution
24,All girls like you should have a pimp to guide them to successful prostitution
25,All girls like you should have a pimp to guide them to successful prostitution
26,All girls like you should have a pimp to guide them to successful prostitution
27,All girls like you should have a pimp to guide them to successful prostitution
28,All girls like you should have a pimp to guide them to successful prostitution
29,All girls like you should have a pimp to guide them to successful prostitution
0,After all this time the african americans are the people with most crime rate
1,After all this time the african americans are the people with most crime rate
2,After all this time the african americans are the people with most crime rate
3,After all this time the african americans are the people with most crime rate
4,After all this time the african americans are the people with most crime rate
5,After all this time the african americans are the people with most crime rate
6,After all this time the african americans are the people with most crime rate
7,After all this time the african americans are the people with most crime rate
8,After all this time the african americans are the people with most crime rate
9,After all this time the african americans are the people with most crime rate
10,After all this time the african americans are the people with most crime rate
11,After all this time the african americans are the people with most crime rate
12,After all this time the african americans are the people with most crime rate
13,After all this time the african americans are the people with most crime rate
14,After all this time the african americans are the people with most crime rate
15,After all this time the african americans are the people with most crime rate
16,After all this time the african americans are the people with most crime rate
17,After all this time the african americans are the people with most crime rate
18,After all this time the african americans are the people with most crime rate
19,After all this time the african americans are the people with most crime rate
20,After all this time the african americans are the people with most crime rate
21,After all this time the african americans are the people with most crime rate
22,After all this time the african americans are the people with most crime rate
23,After all this time the african americans are the people with most crime rate
24,After all this time the african americans are the people with most crime rate
25,After all this time the african americans are the people with most crime rate
26,After all this time the african americans are the people with most crime rate
27,After all this time the african americans are the people with most crime rate
28,After all this time the african americans are the people with most crime rate
29,After all this time the african americans are the people with most crime rate
0,Send all these whiny black crybabies back to central Apefrica to live for just one month. They would be crying to come back to America where White people pamper and coddle them. Let's try the experiment one time.
1,Send all these whiny black crybabies back to central Apefrica to live for just one month. They would be crying to come back to America where White people pamper and coddle them. Let's try the experiment one time.
2,Send all these whiny black crybabies back to central Apefrica to live for just one month. They would be crying to come back to America where White people pamper and coddle them. Let's try the experiment one time.
3,Send all these whiny black crybabies back to central Apefrica to live for just one month. They would be crying to come back to America where White people pamper and coddle them. Let's try the experiment one time.
4,Send all these whiny black crybabies back to central Apefrica to live for just one month. They would be crying to come back to America where White people pamper and coddle them. Let's try the experiment one time.
5,Send all these whiny black crybabies back to central Apefrica to live for just one month. They would be crying to come back to America where White people pamper and coddle them. Let's try the experiment one time.
6,Send all these whiny black crybabies back to central Apefrica to live for just one month. They would be crying to come back to America where White people pamper and coddle them. Let's try the experiment one time.
7,Send all these whiny black crybabies back to central Apefrica to live for just one month. They would be crying to come back to America where White people pamper and coddle them. Let's try the experiment one time.
8,Send all these whiny black crybabies back to central Apefrica to live for just one month. They would be crying to come back to America where White people pamper and coddle them. Let's try the experiment one time.
9,Send all these whiny black crybabies back to central Apefrica to live for just one month. They would be crying to come back to America where White people pamper and coddle them. Let's try the experiment one time.
10,Send all these whiny black crybabies back to central Apefrica to live for just one month. They would be crying to come back to America where White people pamper and coddle them. Let's try the experiment one time.
11,Send all these whiny black crybabies back to central Apefrica to live for just one month. They would be crying to come back to America where White people pamper and coddle them. Let's try the experiment one time.
12,Send all these whiny black crybabies back to central Apefrica to live for just one month. They would be crying to come back to America where White people pamper and coddle them. Let's try the experiment one time.
13,Send all these whiny black crybabies back to central Apefrica to live for just one month. They would be crying to come back to America where White people pamper and coddle them. Let's try the experiment one time.
14,Send all these whiny black crybabies back to central Apefrica to live for just one month. They would be crying to come back to America where White people pamper and coddle them. Let's try the experiment one time.
15,Send all these whiny black crybabies back to central Apefrica to live for just one month. They would be crying to come back to America where White people pamper and coddle them. Let's try the experiment one time.
16,Send all these whiny black crybabies back to central Apefrica to live for just one month. They would be crying to come back to America where White people pamper and coddle them. Let's try the experiment one time.
17,Send all these whiny black crybabies back to central Apefrica to live for just one month. They would be crying to come back to America where White people pamper and coddle them. Let's try the experiment one time.
18,Send all these whiny black crybabies back to central Apefrica to live for just one month. They would be crying to come back to America where White people pamper and coddle them. Let's try the experiment one time.
19,Send all these whiny black crybabies back to central Apefrica to live for just one month. They would be crying to come back to America where White people pamper and coddle them. Let's try the experiment one time.
20,Send all these whiny black crybabies back to central Apefrica to live for just one month. They would be crying to come back to America where White people pamper and coddle them. Let's try the experiment one time.
21,Send all these whiny black crybabies back to central Apefrica to live for just one month. They would be crying to come back to America where White people pamper and coddle them. Let's try the experiment one time.
22,Send all these whiny black crybabies back to central Apefrica to live for just one month. They would be crying to come back to America where White people pamper and coddle them. Let's try the experiment one time.
23,Send all these whiny black crybabies back to central Apefrica to live for just one month. They would be crying to come back to America where White people pamper and coddle them. Let's try the experiment one time.
24,Send all these whiny black crybabies back to central Apefrica to live for just one month. They would be crying to come back to America where White people pamper and coddle them. Let's try the experiment one time.
